FID,SAMPLEID,SOILTYPE,DEPTH_m,X_EUREF,Y_EUREF,MULTIBLE_TILL,PROFILE,PROFILE_END,SUBTILL_SORTED
0,15238,moreeni,1,468210.3086,7471467.111,No,Profile,No,No
1,15238,moreeni,2,468210.3086,7471467.111,No,Profile,No,No
2,15238,moreeni,2.5,468210.3086,7471467.111,No,Profile,No,No
3,15239,moreeni,1,467260.6848,7473246.404,No,Profile,No,No
4,15239,moreeni,2,467260.6848,7473246.404,No,Profile,No,No
5,15239,moreeni,2.4,467260.6848,7473246.404,No,Profile,No,No
6,15240,moreeni,1,465741.2906,7473986.112,No,Profile,No,No
7,15240,moreeni,2,465741.2906,7473986.112,No,Profile,No,No
8,15240,moreeni,2.5,465741.2906,7473986.112,No,Profile,No,No
9,15244,moreeni,1,464191.9142,7475135.656,No,Profile,No,No
10,15244,moreeni,2,464191.9142,7475135.656,No,Profile,No,No
11,15244,moreeni,2.9,464191.9142,7475135.656,No,Profile,No,No
12,15534,moreeni,0.7,466750.8869,7474136.05,No,Profile,No,No
13,15534,moreeni,1.3,466750.8869,7474136.05,No,Profile,No,No
14,15534,rapakallio,1.8,466750.8869,7474136.05,No,Profile,No,No
15,15534,rapakallio,1.8,466750.8869,7474136.05,No,Profile,No,No
16,15321,moreeni,1,468390.2389,7477974.514,No,Profile,No,No
17,15321,moreeni,2,468390.2389,7477974.514,No,Profile,No,No
18,15321,moreeni,3,468390.2389,7477974.514,No,Profile,No,No
19,15321,moreeni,3.3,468390.2389,7477974.514,No,Profile,No,No
20,15322,moreeni,1,467610.5477,7477004.903,No,Profile,No,No
21,15322,moreeni,1.4,467610.5477,7477004.903,No,Profile,No,No
22,15323,moreeni,1,466540.9889,7478984.114,No,Profile,No,No
23,15323,moreeni,2,466540.9889,7478984.114,No,Profile,No,No
24,15323,moreeni,2.6,466540.9889,7478984.114,No,Profile,No,No
25,15324,moreeni,1,465691.3422,7481103.269,No,Profile,No,No
26,15324,moreeni,2,465691.3422,7481103.269,No,Profile,No,No
27,15324,moreeni,2.9,465691.3422,7481103.269,No,Profile,No,No
28,15325,moreeni,1,464371.8738,7481153.252,No,Profile,No,No
29,15325,moreeni,2,464371.8738,7481153.252,No,Profile,No,No
30,15325,moreeni,3,464371.8738,7481153.252,No,Profile,No,No
31,15325,moreeni,3.1,464371.8738,7481153.252,No,Profile,No,No
32,15326,moreeni,1,467440.6488,7483162.444,No,Profile,No,No
33,15326,moreeni,2,467440.6488,7483162.444,No,Profile,No,No
34,15326,moreeni,2.3,467440.6488,7483162.444,No,Profile,No,No
35,15327,moreeni,1,465441.4535,7483102.471,No,Profile,No,No
36,15327,moreeni,2,465441.4535,7483102.471,No,Profile,No,No
37,15327,moreeni,3,465441.4535,7483102.471,No,Profile,No,No
38,15327,moreeni,3.9,465441.4535,7483102.471,No,Profile,No,No
39,15328,moreeni,1,464092.0026,7484192.039,No,Profile,No,No
40,15328,moreeni,1.6,464092.0026,7484192.039,No,Profile,No,No
41,15504,moreeni,1.5,465811.2919,7480713.425,No,Profile,No,No
42,15504,moreeni,3,465811.2919,7480713.425,No,Profile,No,No
43,15504,hiekka,4.5,465811.2919,7480713.425,No,Profile,No,No
44,15531,moreeni,0.6,465401.47,7483172.443,No,Profile,No,No
45,15531,moreeni,1.3,465401.47,7483172.443,No,Profile,No,No
46,15531,moreeni,1.9,465401.47,7483172.443,No,Profile,No,No
47,15531,moreeni,2.5,465401.47,7483172.443,No,Profile,No,No
48,15531,moreeni,4,465401.47,7483172.443,No,Profile,No,No
49,15274,moreeni,1,478336.2157,7470547.46,No,Profile,No,No
50,15274,moreeni,2,478336.2157,7470547.46,No,Profile,No,No
51,15274,moreeni,2.5,478336.2157,7470547.46,No,Profile,No,No
52,15275,moreeni,1,476906.7955,7471966.897,No,Profile,No,No
53,15275,moreeni,1.8,476906.7955,7471966.897,No,Profile,No,No
54,15276,moreeni,1,476456.9813,7473936.111,No,Profile,No,No
55,15276,hiekka,2,476456.9813,7473936.111,No,Profile,No,No
56,15276,moreeni,4,476456.9813,7473936.111,No,Profile,No,No
57,15276,moreeni,4.4,476456.9813,7473936.111,No,Profile,No,No
58,15291,moreeni,1,471229.0988,7473526.284,No,Profile,No,No
59,15291,moreeni,1.5,471229.0988,7473526.284,No,Profile,No,No
60,15292,moreeni,1,470919.2181,7476055.276,No,Profile,No,No
61,15292,moreeni,2,470919.2181,7476055.276,No,Profile,No,No
62,15292,moreeni,2.9,470919.2181,7476055.276,No,Profile,No,No
63,15293,hiekka,1,471678.9137,7476585.063,No,Profile,No,No
64,15293,moreeni,1.6,471678.9137,7476585.063,No,Profile,No,No
65,15529,moreeni,1.1,471818.8598,7475455.513,No,Profile,No,No
66,15529,moreeni,2.1,471818.8598,7475455.513,No,Profile,No,No
67,15529,moreeni,3.4,471818.8598,7475455.513,No,Profile,No,No
68,15529,moreeni,4.1,471818.8598,7475455.513,No,Profile,No,No
69,15548,moreeni,0.6,476536.9529,7475675.416,No,Profile,No,No
70,15548,moreeni,1.1,476536.9529,7475675.416,No,Profile,No,No
71,15548,moreeni,1.6,476536.9529,7475675.416,No,Profile,No,No
72,15548,moreeni,2.1,476536.9529,7475675.416,No,Profile,No,No
73,15548,moreeni,2.6,476536.9529,7475675.416,No,Profile,No,No
74,15548,hiekka,3.1,476536.9529,7475675.416,No,Profile,No,No
75,15548,moreeni,3.6,476536.9529,7475675.416,No,Profile,No,No
76,15551,moreeni,0.6,476676.8865,7471177.213,No,Profile,No,No
77,15551,moreeni,1.1,476676.8865,7471177.213,No,Profile,No,No
78,15551,moreeni,1.6,476676.8865,7471177.213,No,Profile,No,No
79,15551,moreeni,2.1,476676.8865,7471177.213,No,Profile,No,No
80,15551,moreeni,2.6,476676.8865,7471177.213,No,Profile,No,No
81,15551,moreeni,3.1,476676.8865,7471177.213,No,Profile,No,No
82,15551,moreeni,3.6,476676.8865,7471177.213,No,Profile,No,No
83,15551,moreeni,4.1,476676.8865,7471177.213,No,Profile,No,No
84,22237,moreeni,1.2,478616.1043,7477314.757,No,Profile,No,No
85,22237,moreeni,1.2,478616.1043,7477314.757,No,Profile,No,No
86,22238,moreeni,0.6,478686.076,7477244.785,No,Profile,No,No
87,22238,moreeni,0.6,478686.076,7477244.785,No,Profile,No,No
88,22238,moreeni,1.1,478686.076,7477244.785,No,Profile,No,No
89,22238,moreeni,1.1,478686.076,7477244.785,No,Profile,No,No
90,22239,moreeni,0.6,478766.0437,7477154.82,No,Profile,No,No
91,22239,moreeni,0.6,478766.0437,7477154.82,No,Profile,No,No
92,22239,moreeni,1.1,478766.0437,7477154.82,No,Profile,No,No
93,22239,moreeni,1.1,478766.0437,7477154.82,No,Profile,No,No
94,22240,hiekka,0.6,478846.0113,7477074.852,No,Profile,No,No
95,22240,hiekka,0.6,478846.0113,7477074.852,No,Profile,No,No
96,22240,hiekka,1.2,478846.0113,7477074.852,No,Profile,No,No
97,22240,hiekka,1.2,478846.0113,7477074.852,No,Profile,No,No
98,22241,hiekka,0.6,478905.9871,7477004.88,No,Profile,No,No
99,22241,hiekka,0.6,478905.9871,7477004.88,No,Profile,No,No
100,22241,hiekka,1.3,478905.9871,7477004.88,No,Profile,No,No
101,22241,hiekka,1.3,478905.9871,7477004.88,No,Profile,No,No
102,22242,hiekka,0.6,478965.9629,7476934.908,No,Profile,No,No
103,22242,hiekka,0.6,478965.9629,7476934.908,No,Profile,No,No
104,22242,hiekka,0.9,478965.9629,7476934.908,No,Profile,No,No
105,22242,hiekka,0.9,478965.9629,7476934.908,No,Profile,No,No
106,22243,moreeni,0.6,478226.2668,7477764.578,No,Profile,No,No
107,22243,moreeni,0.6,478226.2668,7477764.578,No,Profile,No,No
108,22243,moreeni,1.1,478226.2668,7477764.578,No,Profile,No,No
109,22243,moreeni,1.1,478226.2668,7477764.578,No,Profile,No,No
110,22244,moreeni,0.6,478156.2962,7477844.546,No,Profile,No,No
111,22244,moreeni,0.6,478156.2962,7477844.546,No,Profile,No,No
112,22245,hiekka,0.6,478076.3297,7477934.51,No,Profile,No,No
113,22245,hiekka,0.6,478076.3297,7477934.51,No,Profile,No,No
114,22245,moreeni,1.3,478076.3297,7477934.51,No,Profile,No,No
115,22245,moreeni,1.3,478076.3297,7477934.51,No,Profile,No,No
116,22246,moreeni,0.6,478016.355,7478004.483,No,Profile,No,No
117,22246,moreeni,0.6,478016.355,7478004.483,No,Profile,No,No
118,22246,moreeni,1,478016.355,7478004.483,No,Profile,No,No
119,22246,moreeni,1,478016.355,7478004.483,No,Profile,No,No
120,22247,hiekka,0.6,477956.3803,7478084.451,No,Profile,No,No
121,22247,hiekka,0.6,477956.3803,7478084.451,No,Profile,No,No
122,22247,hiekka,1,477956.3803,7478084.451,No,Profile,No,No
123,22247,hiekka,1,477956.3803,7478084.451,No,Profile,No,No
124,22248,hiekka,0.7,477876.4138,7478164.419,No,Profile,No,No
125,22248,hiekka,0.7,477876.4138,7478164.419,No,Profile,No,No
126,22248,moreeni,1.4,477876.4138,7478164.419,No,Profile,No,No
127,22248,moreeni,1.4,477876.4138,7478164.419,No,Profile,No,No
128,22249,moreeni,0.7,477816.4388,7478224.395,No,Profile,No,No
129,22249,moreeni,0.7,477816.4388,7478224.395,No,Profile,No,No
130,22249,moreeni,1.1,477816.4388,7478224.395,No,Profile,No,No
131,22249,moreeni,1.1,477816.4388,7478224.395,No,Profile,No,No
132,22250,moreeni,0.7,477736.4724,7478314.359,No,Profile,No,No
133,22250,moreeni,0.7,477736.4724,7478314.359,No,Profile,No,No
134,22250,moreeni,1.1,477736.4724,7478314.359,No,Profile,No,No
135,22250,moreeni,1.1,477736.4724,7478314.359,No,Profile,No,No
136,22251,moreeni,0.6,477676.4978,7478394.328,No,Profile,No,No
137,22251,moreeni,0.6,477676.4978,7478394.328,No,Profile,No,No
138,22251,moreeni,1.4,477676.4978,7478394.328,No,Profile,No,No
139,22251,moreeni,1.4,477676.4978,7478394.328,No,Profile,No,No
140,22252,moreeni,0.6,477606.527,7478464.3,No,Profile,No,No
141,22252,moreeni,0.6,477606.527,7478464.3,No,Profile,No,No
142,22252,moreeni,1.4,477606.527,7478464.3,No,Profile,No,No
143,22252,moreeni,1.4,477606.527,7478464.3,No,Profile,No,No
144,22253,moreeni,0.6,477536.5564,7478544.268,No,Profile,No,No
145,22253,moreeni,0.6,477536.5564,7478544.268,No,Profile,No,No
146,22253,moreeni,1.4,477536.5564,7478544.268,No,Profile,No,No
147,22253,moreeni,1.4,477536.5564,7478544.268,No,Profile,No,No
148,22254,moreeni,0.6,477476.5817,7478614.24,No,Profile,No,No
149,22254,moreeni,0.6,477476.5817,7478614.24,No,Profile,No,No
150,22254,moreeni,1.3,477476.5817,7478614.24,No,Profile,No,No
151,22254,moreeni,1.3,477476.5817,7478614.24,No,Profile,No,No
152,22255,moreeni,0.6,477406.6111,7478694.208,No,Profile,No,No
153,22255,moreeni,0.6,477406.6111,7478694.208,No,Profile,No,No
154,22255,moreeni,1.2,477406.6111,7478694.208,No,Profile,No,No
155,22255,moreeni,1.2,477406.6111,7478694.208,No,Profile,No,No
156,22256,moreeni,0.6,477336.6403,7478764.181,No,Profile,No,No
157,22256,moreeni,0.6,477336.6403,7478764.181,No,Profile,No,No
158,22256,moreeni,1.4,477336.6403,7478764.181,No,Profile,No,No
159,22256,moreeni,1.4,477336.6403,7478764.181,No,Profile,No,No
160,22257,hiekka,0.6,477276.6657,7478844.149,No,Profile,No,No
161,22257,hiekka,0.6,477276.6657,7478844.149,No,Profile,No,No
162,22257,hiekka,1.4,477276.6657,7478844.149,No,Profile,No,No
163,22257,hiekka,1.4,477276.6657,7478844.149,No,Profile,No,No
164,22258,moreeni,0.6,477206.6948,7478914.121,No,Profile,No,No
165,22258,moreeni,0.6,477206.6948,7478914.121,No,Profile,No,No
166,22258,moreeni,1.5,477206.6948,7478914.121,No,Profile,No,No
167,22258,moreeni,1.5,477206.6948,7478914.121,No,Profile,No,No
168,22259,moreeni,0.6,477136.7234,7478994.089,No,Profile,No,No
169,22259,moreeni,0.6,477136.7234,7478994.089,No,Profile,No,No
170,22259,moreeni,1.4,477136.7234,7478994.089,No,Profile,No,No
171,22259,moreeni,1.4,477136.7234,7478994.089,No,Profile,No,No
172,22260,hiekka,0.6,477076.7479,7479064.062,No,Profile,No,No
173,22260,hiekka,0.6,477076.7479,7479064.062,No,Profile,No,No
174,22260,hiekka,1.5,477076.7479,7479064.062,No,Profile,No,No
175,22260,hiekka,1.5,477076.7479,7479064.062,No,Profile,No,No
176,22261,hiekka,0.6,477026.7684,7479124.038,No,Profile,No,No
177,22261,hiekka,0.6,477026.7684,7479124.038,No,Profile,No,No
178,22261,hiekka,1.5,477026.7684,7479124.038,No,Profile,No,No
179,22261,hiekka,1.5,477026.7684,7479124.038,No,Profile,No,No
180,22262,moreeni,0.6,476956.7969,7479194.01,No,Profile,No,No
181,22262,moreeni,0.6,476956.7969,7479194.01,No,Profile,No,No
182,22262,moreeni,1,476956.7969,7479194.01,No,Profile,No,No
183,22262,moreeni,1,476956.7969,7479194.01,No,Profile,No,No
184,22263,hiekka,0.6,476896.8215,7479273.978,No,Profile,No,No
185,22263,hiekka,0.6,476896.8215,7479273.978,No,Profile,No,No
186,22263,hiekka,1,476896.8215,7479273.978,No,Profile,No,No
187,22263,hiekka,1,476896.8215,7479273.978,No,Profile,No,No
188,22264,hiekka,0.6,476816.8541,7479353.947,No,Profile,No,No
189,22264,hiekka,0.6,476816.8541,7479353.947,No,Profile,No,No
190,22264,hiekka,1.1,476816.8541,7479353.947,No,Profile,No,No
191,22264,hiekka,1.1,476816.8541,7479353.947,No,Profile,No,No
192,22265,hiekka,0.6,476756.8786,7479413.923,No,Profile,No,No
193,22265,hiekka,0.6,476756.8786,7479413.923,No,Profile,No,No
194,22265,hiekka,1.2,476756.8786,7479413.923,No,Profile,No,No
195,22265,hiekka,1.2,476756.8786,7479413.923,No,Profile,No,No
196,22266,hiekka,0.6,476686.9072,7479493.891,No,Profile,No,No
197,22266,hiekka,0.6,476686.9072,7479493.891,No,Profile,No,No
198,22266,hiekka,1.2,476686.9072,7479493.891,No,Profile,No,No
199,22266,hiekka,1.2,476686.9072,7479493.891,No,Profile,No,No
200,22267,hiekka,0.6,476616.9357,7479563.864,No,Profile,No,No
201,22267,hiekka,0.6,476616.9357,7479563.864,No,Profile,No,No
202,22267,hiekka,1.3,476616.9357,7479563.864,No,Profile,No,No
203,22267,hiekka,1.3,476616.9357,7479563.864,No,Profile,No,No
204,22268,hiekka,0.6,476566.9562,7479633.836,No,Profile,No,No
205,22268,hiekka,0.6,476566.9562,7479633.836,No,Profile,No,No
206,22268,hiekka,1.4,476566.9562,7479633.836,No,Profile,No,No
207,22268,hiekka,1.4,476566.9562,7479633.836,No,Profile,No,No
208,22269,hiekka,1.5,476516.9766,7479693.812,No,Profile,No,No
209,22269,hiekka,1.5,476516.9766,7479693.812,No,Profile,No,No
210,15259,moreeni,1,479665.7237,7482292.769,No,Profile,No,No
211,15259,moreeni,2,479665.7237,7482292.769,No,Profile,No,No
212,15259,moreeni,3,479665.7237,7482292.769,No,Profile,No,No
213,15259,rapakallio,4,479665.7237,7482292.769,No,Profile,No,No
214,15259,rapakallio,4,479665.7237,7482292.769,No,Profile,No,No
215,15259,rapakallio,5,479665.7237,7482292.769,No,Profile,No,No
216,15259,rapakallio,5,479665.7237,7482292.769,No,Profile,No,No
217,15260,moreeni,1,478716.1162,7484421.932,No,Profile,No,No
218,15261,moreeni,1,478136.3561,7485631.451,No,Profile,No,No
219,15261,sora,2,478136.3561,7485631.451,No,Profile,No,No
220,15261,sora,3,478136.3561,7485631.451,No,Profile,No,No
221,15261,rapakallio,3.1,478136.3561,7485631.451,No,Profile,No,No
222,15261,rapakallio,3.1,478136.3561,7485631.451,No,Profile,No,No
223,15261,rapakallio,3.4,478136.3561,7485631.451,No,Profile,No,No
224,15261,rapakallio,3.4,478136.3561,7485631.451,No,Profile,No,No
225,15262,moreeni,1,477556.5957,7486780.993,No,Profile,No,No
226,15262,rapakallio,2,477556.5957,7486780.993,No,Profile,No,No
227,15262,rapakallio,2,477556.5957,7486780.993,No,Profile,No,No
228,15262,rapakallio,2.5,477556.5957,7486780.993,No,Profile,No,No
229,15262,rapakallio,2.5,477556.5957,7486780.993,No,Profile,No,No
230,15263,hiekka,1,478986.0141,7485641.446,No,Profile,No,No
231,15263,moreeni,2,478986.0141,7485641.446,No,Profile,No,No
232,15263,moreeni,3,478986.0141,7485641.446,No,Profile,No,No
233,15263,moreeni,4,478986.0141,7485641.446,No,Profile,No,No
234,15277,moreeni,1,474077.9493,7477664.628,No,Profile,No,No
235,15277,moreeni,2,474077.9493,7477664.628,No,Profile,No,No
236,15277,moreeni,3,474077.9493,7477664.628,No,Profile,No,No
237,15278,moreeni,1,476017.1637,7477124.839,No,Profile,No,No
238,15278,moreeni,2,476017.1637,7477124.839,No,Profile,No,No
239,15278,moreeni,3,476017.1637,7477124.839,No,Profile,No,No
240,15278,moreeni,3.5,476017.1637,7477124.839,No,Profile,No,No
241,15279,moreeni,1,477816.4522,7479413.92,No,Profile,No,No
242,15279,moreeni,2,477816.4522,7479413.92,No,Profile,No,No
243,15279,moreeni,3,477816.4522,7479413.92,No,Profile,No,No
244,15279,moreeni,4,477816.4522,7479413.92,No,Profile,No,No
245,15279,moreeni,5,477816.4522,7479413.92,No,Profile,No,No
246,15279,moreeni,5.5,477816.4522,7479413.92,No,Profile,No,No
247,15280,moreeni,1,479315.849,7479453.9,No,Profile,No,No
248,15280,moreeni,1.8,479315.849,7479453.9,No,Profile,No,No
249,15281,hiekka,1,479335.8537,7481782.973,No,Profile,No,No
250,15281,moreeni,4,479335.8537,7481782.973,No,Profile,No,No
251,15281,moreeni,5,479335.8537,7481782.973,No,Profile,No,No
252,15281,moreeni,5.6,479335.8537,7481782.973,No,Profile,No,No
253,15282,moreeni,1,478746.0962,7482792.574,No,Profile,No,No
254,15282,moreeni,2,478746.0962,7482792.574,No,Profile,No,No
255,15282,moreeni,3,478746.0962,7482792.574,No,Profile,No,No
256,15282,moreeni,4,478746.0962,7482792.574,No,Profile,No,No
257,15283,moreeni,1,478326.2674,7483292.379,No,Profile,No,No
258,15283,moreeni,2,478326.2674,7483292.379,No,Profile,No,No
259,15283,moreeni,3,478326.2674,7483292.379,No,Profile,No,No
260,15283,moreeni,4,478326.2674,7483292.379,No,Profile,No,No
261,15284,moreeni,1,479415.7793,7477054.859,No,Profile,No,No
262,15284,moreeni,2,479415.7793,7477054.859,No,Profile,No,No
263,15284,moreeni,3,479415.7793,7477054.859,No,Profile,No,No
264,15284,moreeni,4,479415.7793,7477054.859,No,Profile,No,No
265,15284,moreeni,5,479415.7793,7477054.859,No,Profile,No,No
266,15284,sora,6,479415.7793,7477054.859,No,Profile,No,No
267,15284,sora,7,479415.7793,7477054.859,No,Profile,No,No
268,15284,sora,7.6,479415.7793,7477054.859,No,Profile,No,No
269,15285,moreeni,1,477946.3797,7477764.579,No,Profile,No,No
270,15285,moreeni,2,477946.3797,7477764.579,No,Profile,No,No
271,15285,moreeni,3,477946.3797,7477764.579,No,Profile,No,No
272,15285,moreeni,4,477946.3797,7477764.579,No,Profile,No,No
273,15285,moreeni,5,477946.3797,7477764.579,No,Profile,No,No
274,15285,moreeni,6,477946.3797,7477764.579,No,Profile,No,No
275,15285,moreeni,6.6,477946.3797,7477764.579,No,Profile,No,No
276,15286,moreeni,1,475757.2775,7478814.164,No,Profile,No,No
277,15286,moreeni,2,475757.2775,7478814.164,No,Profile,No,No
278,15286,moreeni,3,475757.2775,7478814.164,No,Profile,No,No
279,15286,moreeni,4,475757.2775,7478814.164,No,Profile,No,No
280,15286,moreeni,4.6,475757.2775,7478814.164,No,Profile,No,No
281,15287,moreeni,1,473928.0148,7479034.082,No,Profile,No,No
282,15287,moreeni,2,473928.0148,7479034.082,No,Profile,No,No
283,15287,moreeni,3,473928.0148,7479034.082,No,Profile,No,No
284,15287,moreeni,3.4,473928.0148,7479034.082,No,Profile,No,No
285,15288,moreeni,1,472798.4746,7479983.704,No,Profile,No,No
286,15288,moreeni,2,472798.4746,7479983.704,No,Profile,No,No
287,15288,moreeni,2.9,472798.4746,7479983.704,No,Profile,No,No
288,15289,hiekka,1,472278.6743,7478174.427,No,Profile,No,No
289,15289,hiekka,2,472278.6743,7478174.427,No,Profile,No,No
290,15289,hiekka,3,472278.6743,7478174.427,No,Profile,No,No
291,15289,hiekka,4,472278.6743,7478174.427,No,Profile,No,No
292,15289,moreeni,5,472278.6743,7478174.427,No,Profile,No,No
293,15290,moreeni,1,470389.4284,7476874.95,No,Profile,No,No
294,15290,moreeni,2,470389.4284,7476874.95,No,Profile,No,No
295,15290,moreeni,3,470389.4284,7476874.95,No,Profile,No,No
296,15290,moreeni,3.4,470389.4284,7476874.95,No,Profile,No,No
297,15501,moreeni,0.5,473538.1721,7479104.054,No,Profile,No,No
298,15501,moreeni,1.6,473538.1721,7479104.054,No,Profile,No,No
299,15501,hiekka,2.3,473538.1721,7479104.054,No,Profile,No,No
300,15501,moreeni,3,473538.1721,7479104.054,No,Profile,No,No
301,15502,moreeni,0.8,473068.36,7478864.15,No,Profile,No,No
302,15502,moreeni,1.8,473068.36,7478864.15,No,Profile,No,No
303,15502,moreeni,3,473068.36,7478864.15,No,Profile,No,No
304,15503,moreeni,0.7,472638.5317,7478604.255,No,Profile,No,No
305,15503,moreeni,1.8,472638.5317,7478604.255,No,Profile,No,No
306,15503,moreeni,2.5,472638.5317,7478604.255,No,Profile,No,No
307,15526,moreeni,0.7,477536.5898,7484182.028,No,Profile,No,No
308,15526,moreeni,1.4,477536.5898,7484182.028,No,Profile,No,No
309,15526,sora,4,477536.5898,7484182.028,No,Profile,No,No
310,15527,moreeni,0.9,477006.769,7478454.305,No,Profile,No,No
311,15527,moreeni,1.6,477006.769,7478454.305,No,Profile,No,No
312,15527,moreeni,2.5,477006.769,7478454.305,No,Profile,No,No
313,15527,moreeni,3.1,477006.769,7478454.305,No,Profile,No,No
314,15528,moreeni,0.8,472458.6011,7477174.826,No,Profile,No,No
315,15528,hiekka,2.2,472458.6011,7477174.826,No,Profile,No,No
316,15528,moreeni,3.1,472458.6011,7477174.826,No,Profile,No,No
317,15528,hiekka,3.5,472458.6011,7477174.826,No,Profile,No,No
318,15528,moreeni,3.8,472458.6011,7477174.826,No,Profile,No,No
319,15528,sora,4.2,472458.6011,7477174.826,No,Profile,No,No
320,15530,moreeni,0.9,469959.6063,7477844.563,No,Profile,No,No
321,15530,moreeni,1.8,469959.6063,7477844.563,No,Profile,No,No
322,15530,moreeni,2.2,469959.6063,7477844.563,No,Profile,No,No
323,15530,moreeni,2.5,469959.6063,7477844.563,No,Profile,No,No
324,15530,moreeni,2.7,469959.6063,7477844.563,No,Profile,No,No
325,15530,moreeni,3.1,469959.6063,7477844.563,No,Profile,No,No
326,15530,hiekka,3.3,469959.6063,7477844.563,No,Profile,No,No
327,15530,moreeni,3.7,469959.6063,7477844.563,No,Profile,No,No
328,15530,moreeni,4.1,469959.6063,7477844.563,No,Profile,No,No
329,16001,moreeni,2.8,478216.3114,7483252.396,No,Profile,No,No
330,16001,moreeni,4,478216.3114,7483252.396,No,Profile,No,No
331,16001,moreeni,4.5,478216.3114,7483252.396,No,Profile,No,No
332,16002,moreeni,1,478266.2912,7483232.403,No,Profile,No,No
333,16002,moreeni,2,478266.2913,7483252.396,No,Profile,No,No
334,16002,moreeni,2.3,478266.2913,7483252.396,No,Profile,No,No
335,16002,moreeni,2.3,478266.2913,7483252.396,No,Profile,No,No
336,16003,moreeni,1,478316.2713,7483262.391,No,Profile,No,No
337,16003,moreeni,2,478316.2713,7483262.391,No,Profile,No,No
338,16003,rapakallio,3,478316.2713,7483262.391,No,Profile,No,No
339,16004,moreeni,1,478366.2512,7483262.391,No,Profile,No,No
340,16004,moreeni,1.5,478366.2512,7483262.391,No,Profile,No,No
341,16005,moreeni,1,478416.2311,7483262.391,No,Profile,No,No
342,16006,moreeni,1,478416.2308,7483212.41,No,Profile,No,No
343,16006,moreeni,1.5,478416.2308,7483212.41,No,Profile,No,No
344,16007,moreeni,1,478366.2509,7483212.411,No,Profile,No,No
345,16007,moreeni,2,478366.2509,7483212.411,No,Profile,No,No
346,16008,moreeni,1,478316.271,7483202.415,No,Profile,No,No
347,16008,moreeni,1.3,478316.271,7483202.415,No,Profile,No,No
348,16009,moreeni,1,478256.2951,7483202.415,No,Profile,No,No
349,16009,moreeni,2,478256.2951,7483202.415,No,Profile,No,No
350,16009,moreeni,2.5,478256.2951,7483202.415,No,Profile,No,No
351,16010,moreeni,3.5,478216.3111,7483192.419,No,Profile,No,No
352,16010,moreeni,4.5,478216.3111,7483192.419,No,Profile,No,No
353,16010,moreeni,4.8,478216.3111,7483192.419,No,Profile,No,No
354,16011,moreeni,1,478216.3116,7483292.38,No,Profile,No,No
355,16011,moreeni,2,478216.3116,7483292.38,No,Profile,No,No
356,16011,moreeni,3,478216.3116,7483292.38,No,Profile,No,No
357,16011,moreeni,4,478216.3116,7483292.38,No,Profile,No,No
358,16011,moreeni,5,478216.3116,7483292.38,No,Profile,No,No
359,16011,moreeni,5.5,478216.3116,7483292.38,No,Profile,No,No
360,16012,moreeni,1,478266.2915,7483292.38,No,Profile,No,No
361,16012,moreeni,2,478266.2915,7483292.38,No,Profile,No,No
362,16012,moreeni,3,478266.2915,7483292.38,No,Profile,No,No
363,16012,moreeni,4,478266.2915,7483292.38,No,Profile,No,No
364,16012,moreeni,4.4,478266.2915,7483292.38,No,Profile,No,No
365,16013,moreeni,1,478316.2715,7483302.376,No,Profile,No,No
366,16013,moreeni,2,478316.2715,7483302.376,No,Profile,No,No
367,16013,moreeni,3,478316.2715,7483302.376,No,Profile,No,No
368,16013,rapakallio,4,478316.2715,7483302.376,No,Profile,No,No
369,16013,rapakallio,4.2,478316.2715,7483302.376,No,Profile,No,No
370,16014,moreeni,1,478356.2554,7483302.375,No,Profile,No,No
371,16015,moreeni,1,478416.2313,7483312.371,No,Profile,No,No
372,16015,moreeni,1.2,478416.2313,7483312.371,No,Profile,No,No
373,16016,moreeni,1,478416.2316,7483362.351,No,Profile,No,No
374,16016,moreeni,2,478416.2316,7483362.351,No,Profile,No,No
375,16016,moreeni,3,478416.2316,7483362.351,No,Profile,No,No
376,16017,moreeni,1,478356.2556,7483352.356,No,Profile,No,No
377,16017,moreeni,2,478356.2556,7483352.356,No,Profile,No,No
378,16017,moreeni,3,478356.2556,7483352.356,No,Profile,No,No
379,16017,rapakallio,3.4,478356.2556,7483352.356,No,Profile,No,No
380,16018,moreeni,1,478296.2797,7483352.356,No,Profile,No,No
381,16018,moreeni,2,478296.2797,7483352.356,No,Profile,No,No
382,16018,moreeni,3,478296.2797,7483352.356,No,Profile,No,No
383,16018,moreeni,4,478296.2797,7483352.356,No,Profile,No,No
384,16018,moreeni,5,478296.2797,7483352.356,No,Profile,No,No
385,16018,moreeni,5.9,478296.2797,7483352.356,No,Profile,No,No
386,16019,moreeni,1,478256.2958,7483352.356,No,Profile,No,No
387,16019,moreeni,2,478256.2958,7483352.356,No,Profile,No,No
388,16019,moreeni,3,478256.2958,7483352.356,No,Profile,No,No
389,16019,moreeni,4,478256.2958,7483352.356,No,Profile,No,No
390,16019,moreeni,4.6,478256.2958,7483352.356,No,Profile,No,No
391,16020,moreeni,1,478216.3119,7483352.356,No,Profile,No,No
392,16020,moreeni,3,478216.3119,7483352.356,No,Profile,No,No
393,16020,moreeni,4,478216.3119,7483352.356,No,Profile,No,No
394,16020,rapakallio,5,478216.3119,7483352.356,No,Profile,No,No
395,16021,moreeni,1,478216.3121,7483402.337,No,Profile,No,No
