FID,SAMPLEID,SOILTYPE,DEPTH_m,X_EUREF,Y_EUREF,MULTIBLE_TILL,PROFILE,PROFILE_END,SUBTILL_SORTED
2499,31397,sora,1.2,468270.4777,7513440.38,No,Profile,No,No
2500,31398,moreeni,1.5,468220.4974,7513360.412,No,Profile,No,No
2501,31399,moreeni,1.7,468170.517,7513270.448,No,Profile,No,No
2502,31400,moreeni,2,468120.5367,7513180.484,No,Profile,No,No
2503,31401,moreeni,2,468070.5564,7513100.516,No,Profile,No,No
2504,31402,moreeni,2,468020.5761,7513020.548,No,Profile,No,No
2505,31403,moreeni,2,467980.5917,7512940.58,No,Profile,No,No
2506,31404,moreeni,2,467930.6114,7512850.615,No,Profile,No,No
2507,31405,moreeni,2,467880.631,7512760.651,No,Profile,No,No
2508,31406,moreeni,2,467840.6467,7512680.683,No,Profile,No,No
2509,31407,moreeni,1.6,467770.6744,7512600.715,No,Profile,No,No
2510,31408,moreeni,1.5,467710.6981,7512520.747,No,Profile,No,No
2511,31409,moreeni,1.6,467650.7218,7512440.779,No,Profile,No,No
2512,31410,moreeni,1.7,467590.7456,7512360.811,No,Profile,No,No
2513,31411,moreeni,1.4,467530.7693,7512280.843,No,Profile,No,No
2514,31412,hiekka,3,467460.797,7512190.879,No,Profile,No,No
2515,31413,moreeni,2.6,467400.8207,7512120.906,No,Profile,No,No
2516,31414,sora,2.3,467340.8444,7512040.938,No,Profile,No,No
2517,31415,sora,1.5,467280.8681,7511960.97,No,Profile,No,No
2518,31416,moreeni,1.7,467220.8919,7511881.002,No,Profile,No,No
2519,31417,moreeni,1.6,467160.9156,7511801.034,No,Profile,No,No
2520,31419,moreeni,1.5,467040.963,7511641.098,No,Profile,No,No
2521,31420,moreeni,1.7,466980.9867,7511561.13,No,Profile,No,No
2522,31421,moreeni,1.6,466921.0104,7511481.162,No,Profile,No,No
2523,31422,moreeni,1.5,466851.0382,7511401.194,No,Profile,No,No
2524,31423,moreeni,1.8,466791.0619,7511321.225,No,Profile,No,No
2525,31423,rapakallio,1.9,466791.0619,7511321.225,No,Profile,No,No
2526,31423,rapakallio,1.9,466791.0619,7511321.225,No,Profile,No,No
2527,31424,moreeni,1.7,466731.0856,7511241.257,No,Profile,No,No
2528,31425,moreeni,2,466671.1093,7511161.289,No,Profile,No,No
2529,31426,moreeni,2.5,466611.133,7511081.321,No,Profile,No,No
2530,31427,moreeni,2.7,466541.1608,7511001.353,No,Profile,No,No
2531,31428,moreeni,2.4,466491.1805,7510931.381,No,Profile,No,No
2532,31429,moreeni,1.7,466431.2042,7510851.413,No,Profile,No,No
2533,31430,moreeni,1.6,466361.2319,7510761.449,No,Profile,No,No
2534,31431,moreeni,1.5,466301.2556,7510681.481,No,Profile,No,No
2535,31432,moreeni,1.6,466251.2753,7510601.513,No,Profile,No,No
2536,31433,moreeni,1.7,466191.299,7510521.544,No,Profile,No,No
2537,34330,moreeni,1.2,468460.366,7506882.992,No,Profile,No,No
2538,34331,moreeni,2,468560.3261,7506952.964,No,Profile,No,No
2539,34332,moreeni,2,468640.2942,7507002.944,No,Profile,No,No
2540,34333,moreeni,2,468720.2624,7507082.912,No,Profile,No,No
2541,34334,moreeni,2,468790.2346,7507142.888,No,Profile,No,No
2542,34335,moreeni,2,468880.1987,7507202.864,No,Profile,No,No
2543,34336,moreeni,2,468970.1628,7507262.841,No,Profile,No,No
2544,34337,moreeni,2,469040.1349,7507322.817,No,Profile,No,No
2545,34338,moreeni,3,469120.1031,7507392.789,No,Profile,No,No
2546,34339,moreeni,2.3,469200.0712,7507452.765,No,Profile,No,No
2547,34340,moreeni,2,469270.0434,7507512.741,No,Profile,No,No
2548,34341,moreeni,1.1,469350.0115,7507572.717,No,Profile,No,No
2549,34342,moreeni,2,469429.9797,7507642.689,No,Profile,No,No
2550,34343,moreeni,2.3,469509.9478,7507702.665,No,Profile,No,No
2551,34344,moreeni,2,469579.92,7507762.641,No,Profile,No,No
2552,34362,moreeni,1,467360.8088,7506912.981,No,Profile,No,No
2553,34362,moreeni,2,467360.8088,7506912.981,No,Profile,No,No
2554,34362,moreeni,2.7,467360.8088,7506912.981,No,Profile,No,No
2555,34363,moreeni,1.4,467420.7851,7507002.945,No,Profile,No,No
2556,34364,moreeni,0.9,467480.7615,7507092.909,No,Profile,No,No
2557,34365,moreeni,1.3,467540.7377,7507162.881,No,Profile,No,No
2558,34366,moreeni,1,467590.718,7507242.849,No,Profile,No,No
2559,34366,moreeni,1.2,467590.718,7507242.849,No,Profile,No,No
2560,34367,moreeni,2,467630.7023,7507322.818,No,Profile,No,No
2561,34368,moreeni,2,467690.6786,7507402.786,No,Profile,No,No
2562,34369,moreeni,1.3,467720.6671,7507502.746,No,Profile,No,No
2563,34370,moreeni,1,467790.6395,7507602.706,No,Profile,No,No
2564,34370,moreeni,1.5,467790.6395,7507602.706,No,Profile,No,No
2565,34371,moreeni,1.2,467860.6117,7507682.674,No,Profile,No,No
2566,34372,moreeni,1.3,467920.588,7507762.642,No,Profile,No,No
2567,34373,moreeni,2,467980.5642,7507832.614,No,Profile,No,No
2568,34374,moreeni,1,468030.5447,7507942.57,No,Profile,No,No
2569,34374,hiekka,2,468030.5447,7507942.57,No,Profile,No,No
2570,34374,moreeni,2.8,468030.5447,7507942.57,No,Profile,No,No
2571,34375,moreeni,2,468080.525,7508022.539,No,Profile,No,No
2572,34376,moreeni,1.7,468140.5013,7508112.503,No,Profile,No,No
2573,34377,moreeni,2,468190.4816,7508182.475,No,Profile,No,No
2574,34378,moreeni,2,468250.4579,7508272.439,No,Profile,No,No
2575,34378,moreeni,3,468280.4459,7508272.439,No,Profile,No,No
2576,34378,moreeni,4,468250.4579,7508272.439,No,Profile,No,No
2577,34379,moreeni,2.3,468300.4383,7508362.403,No,Profile,No,No
2578,34380,moreeni,2,468360.4146,7508442.371,No,Profile,No,No
2579,34381,moreeni,1.3,468410.3949,7508522.339,No,Profile,No,No
2580,34382,moreeni,1,468460.3752,7508602.307,No,Profile,No,No
2581,34383,moreeni,1,468540.3434,7508682.275,No,Profile,No,No
2582,34384,moreeni,1,468580.3278,7508762.244,No,Profile,No,No
2583,34385,moreeni,1,468630.3081,7508842.212,No,Profile,No,No
2584,34386,moreeni,1,468680.2885,7508942.172,No,Profile,No,No
2585,34386,moreeni,1.5,468680.2885,7508942.172,No,Profile,No,No
2586,34387,moreeni,1.1,468740.2647,7509012.144,No,Profile,No,No
2587,34388,moreeni,1,468800.2411,7509102.108,No,Profile,No,No
2588,34389,moreeni,1.4,468860.2174,7509182.076,No,Profile,No,No
2589,34390,moreeni,1,468920.1936,7509262.044,No,Profile,No,No
2590,34390,moreeni,1.6,468920.1936,7509262.044,No,Profile,No,No
2591,34391,moreeni,1.2,468960.1779,7509332.016,No,Profile,No,No
2592,34392,moreeni,1.2,469020.1543,7509421.98,No,Profile,No,No
2593,34393,moreeni,1.7,469090.1266,7509511.944,No,Profile,No,No
2594,34394,moreeni,1,469140.1068,7509581.917,No,Profile,No,No
2595,34394,moreeni,1.9,469140.1068,7509581.917,No,Profile,No,No
2596,34394,hiekka,2,469140.1068,7509581.917,No,Profile,No,No
2597,34394,hiekka,2.9,469140.1068,7509581.917,No,Profile,No,No
2598,34395,moreeni,2,469200.0831,7509661.885,No,Profile,No,No
2599,34396,moreeni,1.7,469250.0634,7509741.853,No,Profile,No,No
2600,34397,moreeni,1.2,469300.0437,7509821.821,No,Profile,No,No
2601,34398,moreeni,1,469370.0161,7509921.781,No,Profile,No,No
2602,34398,moreeni,2,469370.0161,7509921.781,No,Profile,No,No
2603,34398,moreeni,2.5,469370.0161,7509921.781,No,Profile,No,No
2604,34399,moreeni,1.2,469419.9964,7510001.749,No,Profile,No,No
2605,34400,moreeni,1.4,469479.9727,7510081.717,No,Profile,No,No
2606,34401,moreeni,1.1,469539.949,7510161.685,No,Profile,No,No
2607,34401,rapakallio,1.2,469539.949,7510161.685,No,Profile,No,No
2608,34402,moreeni,1,469599.9253,7510241.653,No,Profile,No,No
2609,34402,moreeni,2,469599.9253,7510241.653,No,Profile,No,No
2610,34402,moreeni,3,469599.9253,7510241.653,No,Profile,No,No
2611,34403,moreeni,2,469649.9056,7510321.622,No,Profile,No,No
2612,34404,moreeni,2,469699.8859,7510411.586,No,Profile,No,No
2613,34405,moreeni,1.2,469759.8622,7510491.554,No,Profile,No,No
2614,34406,moreeni,1,469819.8386,7510581.518,No,Profile,No,No
2615,34406,moreeni,2,469819.8386,7510581.518,No,Profile,No,No
2616,34406,rapakallio,2.1,469819.8386,7510581.518,No,Profile,No,No
2617,34406,rapakallio,2.1,469819.8386,7510581.518,No,Profile,No,No
2618,34428,moreeni,2.4,467810.6421,7509581.918,No,Profile,No,No
2619,34429,moreeni,3.2,467880.6143,7509661.886,No,Profile,No,No
2620,34430,moreeni,4,467940.5907,7509751.85,No,Profile,No,No
2621,34431,moreeni,4,467990.571,7509831.818,No,Profile,No,No
2622,34432,moreeni,4.2,468050.5473,7509921.782,No,Profile,No,No
2623,34433,moreeni,4,468120.5197,7510021.742,No,Profile,No,No
2624,34434,moreeni,4,468180.4961,7510121.702,No,Profile,No,No
2625,34435,moreeni,3,468250.4684,7510211.666,No,Profile,No,No
2626,34436,moreeni,2.3,468310.4447,7510301.63,No,Profile,No,No
2627,34437,moreeni,2.3,468370.4211,7510401.591,No,Profile,No,No
2628,34438,moreeni,1,467050.9506,7510091.715,No,Profile,No,No
2629,34438,moreeni,2,467050.9506,7510091.715,No,Profile,No,No
2630,34438,moreeni,2.8,467050.9506,7510091.715,No,Profile,No,No
2631,34439,moreeni,2,466990.9744,7510021.743,No,Profile,No,No
2632,34440,moreeni,2,466930.9982,7509951.771,No,Profile,No,No
2633,34441,moreeni,1.5,466861.0259,7509861.807,No,Profile,No,No
2634,34442,moreeni,1,466801.0497,7509801.831,No,Profile,No,No
2635,34442,rapakallio,1.3,466801.0497,7509801.831,No,Profile,No,No
2636,34442,rapakallio,1.3,466801.0497,7509801.831,No,Profile,No,No
2637,34443,moreeni,1.1,466731.0774,7509721.863,No,Profile,No,No
2638,34443,rapakallio,1.2,466731.0774,7509721.863,No,Profile,No,No
2639,34443,rapakallio,1.2,466731.0774,7509721.863,No,Profile,No,No
2640,34444,moreeni,2,466661.1052,7509641.895,No,Profile,No,No
2641,34445,moreeni,1,466601.1289,7509561.926,No,Profile,No,No
2642,34446,moreeni,1,466541.1527,7509491.954,No,Profile,No,No
2643,34446,moreeni,2,466541.1527,7509491.954,No,Profile,No,No
2644,34446,moreeni,3,466541.1527,7509491.954,No,Profile,No,No
2645,34446,moreeni,4,466541.1527,7509491.954,No,Profile,No,No
2646,34447,moreeni,3,466481.1764,7509411.986,No,Profile,No,No
2647,34448,moreeni,1.6,466421.2001,7509332.018,No,Profile,No,No
2648,34449,moreeni,2,466361.2238,7509262.046,No,Profile,No,No
2649,34449,rapakallio,2.1,466361.2238,7509262.046,No,Profile,No,No
2650,34449,rapakallio,2.1,466361.2238,7509262.046,No,Profile,No,No
2651,34450,moreeni,1,466301.2476,7509182.078,No,Profile,No,No
2652,34450,moreeni,2,466301.2476,7509182.078,No,Profile,No,No
2653,34450,sora,3,466301.2476,7509182.078,No,Profile,No,No
2654,34450,hiekka,4,466301.2476,7509182.078,No,Profile,No,No
2655,34451,moreeni,0.9,466221.2793,7509102.11,No,Profile,No,No
2656,34452,moreeni,1,466161.303,7509022.142,No,Profile,No,No
2657,34452,rapakallio,2,466161.303,7509022.142,No,Profile,No,No
2658,34452,rapakallio,2,466161.303,7509022.142,No,Profile,No,No
2659,34453,moreeni,2,466101.3268,7508952.17,No,Profile,No,No
2660,34454,moreeni,1,466041.3505,7508872.202,No,Profile,No,No
2661,34454,moreeni,2,466041.3505,7508872.202,No,Profile,No,No
2662,34454,moreeni,3,466041.3505,7508872.202,No,Profile,No,No
2663,34454,moreeni,3.4,466041.3505,7508872.202,No,Profile,No,No
2664,34455,moreeni,1.2,465961.3823,7508792.233,No,Profile,No,No
2665,34456,moreeni,3.2,465911.402,7508722.261,No,Profile,No,No
2666,34457,moreeni,1.4,465851.4257,7508642.293,No,Profile,No,No
2667,34458,moreeni,1,465781.4535,7508562.325,No,Profile,No,No
2668,34458,hiekka,1.2,465781.4535,7508562.325,No,Profile,No,No
2669,34458,moreeni,2,465781.4535,7508562.325,No,Profile,No,No
2670,34459,moreeni,1,465721.4773,7508492.353,No,Profile,No,No
2671,34460,moreeni,1,465661.501,7508422.381,No,Profile,No,No
2672,34461,moreeni,1.3,465591.5287,7508332.417,No,Profile,No,No
2673,34462,moreeni,1.7,465531.5525,7508262.445,No,Profile,No,No
2674,34462,moreeni,2.7,465531.5525,7508262.445,No,Profile,No,No
2675,34462,moreeni,3.7,465531.5525,7508262.445,No,Profile,No,No
2676,34462,moreeni,4.7,465531.5525,7508262.445,No,Profile,No,No
2677,34463,moreeni,3,465461.5801,7508162.485,No,Profile,No,No
2678,34464,moreeni,2.3,465381.612,7508102.509,No,Profile,No,No
2679,34465,moreeni,4,465301.6436,7508002.549,No,Profile,No,No
2680,34466,moreeni,3,465241.6672,7507902.588,No,Profile,No,No
2681,34466,hiekka,4,465241.6672,7507902.588,No,Profile,No,No
2682,34467,moreeni,3.5,465181.691,7507822.62,No,Profile,No,No
2683,34468,moreeni,2,465101.7227,7507742.652,No,Profile,No,No
2684,34469,moreeni,1.5,465041.7464,7507652.688,No,Profile,No,No
2685,34470,moreeni,1,464961.7781,7507572.72,No,Profile,No,No
2686,34470,moreeni,2,464961.7781,7507572.72,No,Profile,No,No
2687,34470,moreeni,3,464961.7781,7507572.72,No,Profile,No,No
2688,34470,moreeni,4,464961.7781,7507572.72,No,Profile,No,No
2689,34470,moreeni,4,464961.7781,7507572.72,No,Profile,No,No
2690,34470,moreeni,5,464961.7781,7507572.72,No,Profile,No,No
2691,34471,hiekka,2.5,464901.8019,7507492.752,No,Profile,No,No
2692,34472,sora,4.4,464841.8256,7507422.78,No,Profile,No,No
2693,34473,moreeni,2.4,464761.8574,7507342.812,No,Profile,No,No
2694,34474,moreeni,1.2,464701.8811,7507262.844,No,Profile,No,No
2695,34474,sora,1.3,464701.8811,7507262.844,No,Profile,No,No
2696,34474,sora,2.3,464701.8811,7507262.844,No,Profile,No,No
2697,34474,moreeni,3.3,464701.8811,7507262.844,No,Profile,No,No
2698,34475,moreeni,1.6,464621.9129,7507182.876,No,Profile,No,No
2699,34475,moreeni,1.6,464621.9129,7507182.876,No,Profile,No,No
2700,34476,moreeni,1.7,464561.9366,7507102.907,No,Profile,No,No
2701,34476,moreeni,1.7,464561.9366,7507102.907,No,Profile,No,No
2702,34477,moreeni,1.5,464501.9603,7507022.939,No,Profile,No,No
2703,34478,moreeni,1,464441.9841,7506952.967,No,Profile,No,No
2704,34478,moreeni,2,464441.9841,7506952.967,No,Profile,No,No
2705,34479,moreeni,1.2,464382.0078,7506872.999,No,Profile,No,No
2706,34480,moreeni,2.5,467100.931,7510181.679,No,Profile,No,No
2707,34481,hiekka,2.5,467160.9073,7510271.643,No,Profile,No,No
2708,34482,moreeni,2.5,467220.8837,7510361.607,No,Profile,No,No
2709,34483,moreeni,1.4,467280.86,7510441.576,No,Profile,No,No
2710,34483,moreeni,2.4,467280.86,7510441.576,No,Profile,No,No
2711,34483,moreeni,2.4,467280.86,7510441.576,No,Profile,No,No
2712,34483,moreeni,3.3,467280.86,7510441.576,No,Profile,No,No
2713,34483,rapakallio,3.4,467280.86,7510441.576,No,Profile,No,No
2714,34483,rapakallio,3.4,467280.86,7510441.576,No,Profile,No,No
2715,34484,moreeni,1.3,467340.8363,7510521.544,No,Profile,No,No
2716,34485,moreeni,2,467400.8125,7510601.512,No,Profile,No,No
2717,34486,hiekka,3.2,467450.7928,7510681.48,No,Profile,No,No
2718,34487,moreeni,3.5,467510.7691,7510761.448,No,Profile,No,No
2719,34487,moreeni,4.5,467510.7691,7510761.448,No,Profile,No,No
2720,34487,moreeni,5.5,467510.7691,7510761.448,No,Profile,No,No
2721,34487,moreeni,6.4,467510.7691,7510761.448,No,Profile,No,No
2722,34488,moreeni,3.2,467570.7455,7510861.408,No,Profile,No,No
2723,34489,moreeni,3.3,467630.7219,7510951.372,No,Profile,No,No
2724,34490,moreeni,3,467690.6982,7511041.336,No,Profile,No,No
2725,34491,moreeni,1.4,467750.6745,7511121.304,No,Profile,No,No
2726,34491,moreeni,2.4,467750.6745,7511121.304,No,Profile,No,No
2727,34491,moreeni,3.4,467750.6745,7511121.304,No,Profile,No,No
2728,34491,moreeni,4.2,467750.6745,7511121.304,No,Profile,No,No
2729,34492,moreeni,2,467820.6468,7511211.268,No,Profile,No,No
2730,34493,moreeni,1.2,467880.6231,7511291.237,No,Profile,No,No
2731,34494,moreeni,1.2,467930.6034,7511371.205,No,Profile,No,No
2732,34495,moreeni,1,467990.5797,7511461.169,No,Profile,No,No
2733,34495,moreeni,2,467990.5797,7511461.169,No,Profile,No,No
2734,34495,moreeni,2.9,467990.5797,7511461.169,No,Profile,No,No
2735,34496,moreeni,2,468050.556,7511541.137,No,Profile,No,No
2736,34497,moreeni,1.4,468110.5323,7511621.105,No,Profile,No,No
2737,34498,moreeni,1.4,468170.5086,7511701.073,No,Profile,No,No
2738,34498,rapakallio,1.5,468170.5086,7511701.073,No,Profile,No,No
2739,34498,rapakallio,1.5,468170.5086,7511701.073,No,Profile,No,No
2740,34499,moreeni,1,468220.4889,7511781.041,No,Profile,No,No
2741,34499,moreeni,1.8,468220.4889,7511781.041,No,Profile,No,No
2742,34500,moreeni,1.3,468280.4652,7511871.005,No,Profile,No,No
2743,34501,moreeni,2,468320.4497,7511970.966,No,Profile,No,No
2744,34502,moreeni,2,468360.4341,7512060.93,No,Profile,No,No
2745,34503,moreeni,1,468410.4144,7512150.894,No,Profile,No,No
2746,34503,sora,1.9,468410.4144,7512150.894,No,Profile,No,No
2747,34504,moreeni,1.2,468450.3988,7512240.858,No,Profile,No,No
2748,34505,hiekka,1.4,468500.3792,7512330.822,No,Profile,No,No
2749,34506,hiekka,1.2,468540.3635,7512410.79,No,Profile,No,No
2750,34507,hiekka,1,468580.3479,7512500.754,No,Profile,No,No
2751,34507,hiekka,2,468580.3479,7512500.754,No,Profile,No,No
2752,34507,moreeni,3.2,468580.3479,7512500.754,No,Profile,No,No
2753,34508,moreeni,2,468740.2837,7512530.742,No,Profile,No,No
2754,34509,moreeni,2.5,468800.26,7512610.71,No,Profile,No,No
2755,34510,moreeni,3,468860.2363,7512700.674,No,Profile,No,No
2756,34511,moreeni,2,468930.2086,7512790.639,No,Profile,No,No
2757,34511,moreeni,3,468930.2086,7512790.639,No,Profile,No,No
2758,34511,moreeni,4,468930.2086,7512790.639,No,Profile,No,No
2759,34511,moreeni,5,468930.2086,7512790.639,No,Profile,No,No
2760,34511,moreeni,6,468930.2086,7512790.639,No,Profile,No,No
2761,34511,moreeni,6.7,468930.2086,7512790.639,No,Profile,No,No
2762,34511,moreeni,6.8,468930.2086,7512790.639,No,Profile,No,No
2763,34511,moreeni,6.9,468930.2086,7512790.639,No,Profile,No,No
2764,34512,moreeni,3.5,468980.1889,7512870.607,No,Profile,No,No
2765,34513,moreeni,3,469040.1652,7512950.575,No,Profile,No,No
2766,34514,moreeni,2,469090.1455,7513030.543,No,Profile,No,No
2767,34515,moreeni,2,469140.1258,7513100.515,No,Profile,No,No
2768,34515,moreeni,3,469140.1258,7513100.515,No,Profile,No,No
2769,34515,moreeni,4,469140.1258,7513100.515,No,Profile,No,No
2770,34515,moreeni,4.9,469140.1258,7513100.515,No,Profile,No,No
2771,34515,rapakallio,5,469140.1258,7513100.515,No,Profile,No,No
2772,34515,rapakallio,5,469140.1258,7513100.515,No,Profile,No,No
2773,34516,moreeni,2,469200.1021,7513180.483,No,Profile,No,No
2774,34517,sora,2,469260.0783,7513260.451,No,Profile,No,No
2775,34518,moreeni,2,469310.0587,7513340.419,No,Profile,No,No
2776,34519,sora,1,469370.035,7513430.383,No,Profile,No,No
2777,34519,moreeni,2,469370.035,7513430.383,No,Profile,No,No
2778,34519,moreeni,3,469370.035,7513430.383,No,Profile,No,No
2779,34520,moreeni,1,469420.0153,7513510.351,No,Profile,No,No
2780,34521,moreeni,1,469479.9916,7513590.32,No,Profile,No,No
2781,34522,moreeni,2,469539.9679,7513670.288,No,Profile,No,No
2782,34523,moreeni,1,469599.9442,7513760.252,No,Profile,No,No
2783,34523,moreeni,2,469599.9442,7513760.252,No,Profile,No,No
2784,34524,moreeni,2,469659.9206,7513850.216,No,Profile,No,No
2785,34525,moreeni,2,469719.8969,7513940.18,No,Profile,No,No
2786,34526,moreeni,2,469769.8772,7514020.148,No,Profile,No,No
2787,34527,moreeni,1,469829.8535,7514100.116,No,Profile,No,No
2788,34527,moreeni,2,469829.8535,7514100.116,No,Profile,No,No
2789,34527,moreeni,2.9,469829.8535,7514100.116,No,Profile,No,No
2790,37278,moreeni,2,464042.1784,7513150.499,No,Profile,No,No
2791,37279,moreeni,2,464112.1506,7513220.471,No,Profile,No,No
2792,37280,moreeni,2,464182.1229,7513300.439,No,Profile,No,No
2793,37281,moreeni,1,464242.099,7513360.415,No,Profile,No,No
2794,37281,moreeni,1.5,464242.099,7513360.415,No,Profile,No,No
2795,37282,moreeni,0.9,464322.0673,7513440.383,No,Profile,No,No
2796,37283,moreeni,1,464392.0395,7513510.355,No,Profile,No,No
2797,37284,moreeni,0.6,464462.0117,7513580.327,No,Profile,No,No
2798,37285,moreeni,0.7,464521.9879,7513640.303,No,Profile,No,No
2799,37286,moreeni,0.8,464591.9601,7513720.271,No,Profile,No,No
2800,37287,moreeni,0.5,464661.9323,7513790.243,No,Profile,No,No
2801,37288,moreeni,4,464102.1639,7514939.786,No,Profile,No,No
2802,37289,moreeni,5,464042.1877,7514869.814,No,Profile,No,No
2803,37305,moreeni,4,465091.7343,7509142.095,No,Profile,No,No
2804,37306,moreeni,3.5,465041.754,7509062.127,No,Profile,No,No
2805,37307,moreeni,3.9,464981.7777,7508982.159,No,Profile,No,No
2806,37308,moreeni,5.5,464921.8014,7508902.19,No,Profile,No,No
2807,37309,moreeni,5,464861.825,7508802.23,No,Profile,No,No
2808,37310,moreeni,6,464801.8487,7508722.262,No,Profile,No,No
2809,37311,rapakallio,3.5,464741.8725,7508652.29,No,Profile,No,No
2810,37311,rapakallio,3.5,464741.8725,7508652.29,No,Profile,No,No
2811,37312,moreeni,3,464681.8962,7508572.322,No,Profile,No,No
2812,37313,moreeni,2.7,464621.9199,7508482.358,No,Profile,No,No
2813,37314,moreeni,3,464581.9356,7508412.386,No,Profile,No,No
2814,37315,moreeni,3,464521.9592,7508322.422,No,Profile,No,No
2815,37316,moreeni,1,464461.983,7508242.454,No,Profile,No,No
2816,37317,moreeni,0.8,464402.0067,7508172.482,No,Profile,No,No
2817,37870,moreeni,3,464122.125,7509212.068,No,Profile,No,No
2818,37871,moreeni,3,464172.1053,7509282.04,No,Profile,No,No
2819,37872,moreeni,1.8,465661.5164,7511281.242,No,Profile,No,No
2820,58346,moreeni,0.5,467690.6762,7506962.961,No,Profile,No,No
2821,58346,moreeni,1,467690.6762,7506962.961,No,Profile,No,No
2822,58346,moreeni,1.5,467690.6762,7506962.961,No,Profile,No,No
2823,58347,moreeni,0.5,467660.6908,7507422.778,No,Profile,No,No
2824,58347,moreeni,1,467660.6908,7507422.778,No,Profile,No,No
2825,58347,moreeni,1.5,467660.6908,7507422.778,No,Profile,No,No
2826,58349,moreeni,0.5,466361.2325,7510861.409,No,Profile,No,No
2827,58349,moreeni,1,466361.2325,7510861.409,No,Profile,No,No
2828,58349,moreeni,1.5,466361.2325,7510861.409,No,Profile,No,No
2829,58350,moreeni,0.5,466461.1945,7511281.242,No,Profile,No,No
2830,58350,hiekka,1,466461.1945,7511281.242,No,Profile,No,No
2831,58351,moreeni,0.5,466821.0526,7511841.018,No,Profile,No,No
2832,58351,moreeni,1,466821.0526,7511841.018,No,Profile,No,No
2833,58351,moreeni,1.5,466821.0526,7511841.018,No,Profile,No,No
2834,31647,moreeni,0.6,471389.1322,7496727.036,No,Profile,No,No
2835,31653,moreeni,1,471369.1392,7496527.115,No,Profile,No,No
2836,31655,moreeni,0.6,471349.1467,7496427.155,No,Profile,No,No
2837,31657,moreeni,0.6,471339.1502,7496327.195,No,Profile,No,No
2838,31660,moreeni,0.6,471319.1577,7496227.235,No,Profile,No,No
2839,31665,moreeni,0.6,471299.1646,7496027.314,No,Profile,No,No
2840,31668,moreeni,0.6,471279.1721,7495927.354,No,Profile,No,No
2841,31669,moreeni,1,471279.1721,7495927.354,No,Profile,No,No
2842,31673,moreeni,0.6,471249.1831,7495717.438,No,Profile,No,No
2843,31675,moreeni,0.6,471239.1866,7495627.474,No,Profile,No,No
2844,31677,moreeni,0.6,471219.1941,7495517.518,No,Profile,No,No
2845,31679,moreeni,0.6,471209.1976,7495427.553,No,Profile,No,No
2846,31680,moreeni,1.2,471209.1976,7495427.553,No,Profile,No,No
2847,31682,moreeni,0.6,471189.2051,7495317.597,No,Profile,No,No
2848,31684,moreeni,0.6,471179.2086,7495217.637,No,Profile,No,No
2849,31687,moreeni,0.6,471169.2121,7495127.673,No,Profile,No,No
2850,31688,moreeni,1.3,471169.2121,7495127.673,No,Profile,No,No
2851,31690,moreeni,0.6,471159.2156,7495027.713,No,Profile,No,No
2852,31692,moreeni,0.6,471139.2231,7494927.753,No,Profile,No,No
2853,31694,moreeni,0.6,471129.2266,7494827.792,No,Profile,No,No
2854,31695,moreeni,1,471129.2266,7494827.792,No,Profile,No,No
2855,31697,moreeni,0.6,471119.23,7494717.836,No,Profile,No,No
2856,31697,moreeni,0.6,471119.23,7494717.836,No,Profile,No,No
2857,31701,moreeni,2,471099.2375,7494617.876,No,Profile,No,No
2858,31710,moreeni,1.3,471019.2665,7494018.115,No,Profile,No,No
2859,31712,moreeni,0.6,471009.27,7493918.155,No,Profile,No,No
2860,31719,moreeni,1.1,470959.2885,7493618.274,No,Profile,No,No
2861,31721,moreeni,0.6,470949.292,7493518.314,No,Profile,No,No
2862,31724,moreeni,0.6,470939.2955,7493418.354,No,Profile,No,No
2863,31727,moreeni,0.6,470929.2989,7493318.394,No,Profile,No,No
2864,31728,moreeni,1.1,470929.2989,7493318.394,No,Profile,No,No
2865,31733,moreeni,0.6,470899.3099,7493118.474,No,Profile,No,No
2866,31734,moreeni,1.3,470899.3099,7493118.474,No,Profile,No,No
2867,31736,moreeni,0.6,470889.3134,7493018.513,No,Profile,No,No
2868,31737,moreeni,1.2,470889.3134,7493018.513,No,Profile,No,No
2869,31739,moreeni,0.6,470879.3169,7492918.553,No,Profile,No,No
2870,31740,moreeni,1,470879.3169,7492918.553,No,Profile,No,No
2871,31742,moreeni,0.6,470859.3243,7492798.601,No,Profile,No,No
2872,31743,hiekka,1,470859.3243,7492798.601,No,Profile,No,No
2873,31745,moreeni,0.6,470849.3278,7492698.641,No,Profile,No,No
2874,31746,moreeni,1,470849.3278,7492698.641,No,Profile,No,No
2875,31748,hiekka,0.6,470819.3393,7492598.681,No,Profile,No,No
2876,31749,moreeni,1.2,470819.3393,7492598.681,No,Profile,No,No
2877,31755,moreeni,1,470789.3504,7492408.756,No,Profile,No,No
2878,31777,moreeni,0.6,474237.9854,7496747.026,No,Profile,No,No
2879,31779,moreeni,0.6,474237.9848,7496647.065,No,Profile,No,No
2880,31782,moreeni,1.5,474237.9842,7496527.113,No,Profile,No,No
2881,31792,moreeni,0.6,474237.9816,7496037.308,No,Profile,No,No
2882,31794,moreeni,0.6,474237.9811,7495947.344,No,Profile,No,No
2883,31798,moreeni,0.6,474237.9794,7495637.468,No,Profile,No,No
2884,31802,moreeni,1.3,474237.9789,7495537.507,No,Profile,No,No
