15238.0,1.0,468210.3086,7471467.111,0.0,No
15238.0,2.0,468210.3086,7471467.111,0.0,No
15238.0,2.5,468210.3086,7471467.111,0.0,No
15239.0,1.0,467260.6848,7473246.404,0.0,No
15239.0,2.0,467260.6848,7473246.404,0.0,No
15239.0,2.4,467260.6848,7473246.404,0.0,No
15240.0,1.0,465741.2906,7473986.112,0.0,No
15240.0,2.0,465741.2906,7473986.112,0.0,No
15240.0,2.5,465741.2906,7473986.112,0.0,No
15244.0,1.0,464191.9142,7475135.656,0.0,No
15244.0,2.0,464191.9142,7475135.656,0.0,No
15244.0,2.9,464191.9142,7475135.656,0.0,No
15534.0,0.7,466750.8869,7474136.05,0.0,No
15534.0,1.3,466750.8869,7474136.05,0.0,No
15534.0,1.8,466750.8869,7474136.05,2.0,No
15534.0,1.8,466750.8869,7474136.05,2.0,No
15321.0,1.0,468390.2389,7477974.514,0.0,No
15321.0,2.0,468390.2389,7477974.514,0.0,No
15321.0,3.0,468390.2389,7477974.514,0.0,No
15321.0,3.3,468390.2389,7477974.514,0.0,No
15322.0,1.0,467610.5477,7477004.903,0.0,No
15322.0,1.4,467610.5477,7477004.903,0.0,No
15323.0,1.0,466540.9889,7478984.114,0.0,No
15323.0,2.0,466540.9889,7478984.114,0.0,No
15323.0,2.6,466540.9889,7478984.114,0.0,No
15324.0,1.0,465691.3422,7481103.269,0.0,No
15324.0,2.0,465691.3422,7481103.269,0.0,No
15324.0,2.9,465691.3422,7481103.269,0.0,No
15325.0,1.0,464371.8738,7481153.252,0.0,No
15325.0,2.0,464371.8738,7481153.252,0.0,No
15325.0,3.0,464371.8738,7481153.252,0.0,No
15325.0,3.1,464371.8738,7481153.252,0.0,No
15326.0,1.0,467440.6488,7483162.444,0.0,No
15326.0,2.0,467440.6488,7483162.444,0.0,No
15326.0,2.3,467440.6488,7483162.444,0.0,No
15327.0,1.0,465441.4535,7483102.471,0.0,No
15327.0,2.0,465441.4535,7483102.471,0.0,No
15327.0,3.0,465441.4535,7483102.471,0.0,No
15327.0,3.9,465441.4535,7483102.471,0.0,No
15328.0,1.0,464092.0026,7484192.039,0.0,No
15328.0,1.6,464092.0026,7484192.039,0.0,No
15504.0,1.5,465811.2919,7480713.425,0.0,No
15504.0,3.0,465811.2919,7480713.425,0.0,No
15504.0,4.5,465811.2919,7480713.425,1.0,No
15531.0,0.6,465401.47,7483172.443,0.0,No
15531.0,1.3,465401.47,7483172.443,0.0,No
15531.0,1.9,465401.47,7483172.443,0.0,No
15531.0,2.5,465401.47,7483172.443,0.0,No
15531.0,4.0,465401.47,7483172.443,0.0,No
15274.0,1.0,478336.2157,7470547.46,0.0,No
15274.0,2.0,478336.2157,7470547.46,0.0,No
15274.0,2.5,478336.2157,7470547.46,0.0,No
15275.0,1.0,476906.7955,7471966.897,0.0,No
15275.0,1.8,476906.7955,7471966.897,0.0,No
15276.0,1.0,476456.9813,7473936.111,0.0,Multible till
15276.0,2.0,476456.9813,7473936.111,1.0,No
15276.0,4.0,476456.9813,7473936.111,0.0,No
15276.0,4.4,476456.9813,7473936.111,0.0,No
15291.0,1.0,471229.0988,7473526.284,0.0,No
15291.0,1.5,471229.0988,7473526.284,0.0,No
15292.0,1.0,470919.2181,7476055.276,0.0,No
15292.0,2.0,470919.2181,7476055.276,0.0,No
15292.0,2.9,470919.2181,7476055.276,0.0,No
15293.0,1.0,471678.9137,7476585.063,1.0,No
15293.0,1.6,471678.9137,7476585.063,0.0,No
15529.0,1.1,471818.8598,7475455.513,0.0,No
15529.0,2.1,471818.8598,7475455.513,0.0,No
15529.0,3.4,471818.8598,7475455.513,0.0,No
15529.0,4.1,471818.8598,7475455.513,0.0,No
15548.0,0.6,476536.9529,7475675.416,0.0,No
15548.0,1.1,476536.9529,7475675.416,0.0,No
15548.0,1.6,476536.9529,7475675.416,0.0,No
15548.0,2.1,476536.9529,7475675.416,0.0,No
15548.0,2.6,476536.9529,7475675.416,0.0,Multible till
15548.0,3.1,476536.9529,7475675.416,1.0,No
15548.0,3.6,476536.9529,7475675.416,0.0,No
15551.0,0.6,476676.8865,7471177.213,0.0,No
15551.0,1.1,476676.8865,7471177.213,0.0,No
15551.0,1.6,476676.8865,7471177.213,0.0,No
15551.0,2.1,476676.8865,7471177.213,0.0,No
15551.0,2.6,476676.8865,7471177.213,0.0,No
15551.0,3.1,476676.8865,7471177.213,0.0,No
15551.0,3.6,476676.8865,7471177.213,0.0,No
15551.0,4.1,476676.8865,7471177.213,0.0,No
22237.0,1.2,478616.1043,7477314.757,0.0,No
22237.0,1.2,478616.1043,7477314.757,0.0,No
22238.0,0.6,478686.076,7477244.785,0.0,No
22238.0,0.6,478686.076,7477244.785,0.0,No
22238.0,1.1,478686.076,7477244.785,0.0,No
22238.0,1.1,478686.076,7477244.785,0.0,No
22239.0,0.6,478766.0437,7477154.82,0.0,No
22239.0,0.6,478766.0437,7477154.82,0.0,No
22239.0,1.1,478766.0437,7477154.82,0.0,No
22239.0,1.1,478766.0437,7477154.82,0.0,No
22240.0,0.6,478846.0113,7477074.852,1.0,No
22240.0,0.6,478846.0113,7477074.852,1.0,No
22240.0,1.2,478846.0113,7477074.852,1.0,No
22240.0,1.2,478846.0113,7477074.852,1.0,No
22241.0,0.6,478905.9871,7477004.88,1.0,No
22241.0,0.6,478905.9871,7477004.88,1.0,No
22241.0,1.3,478905.9871,7477004.88,1.0,No
22241.0,1.3,478905.9871,7477004.88,1.0,No
22242.0,0.6,478965.9629,7476934.908,1.0,No
22242.0,0.6,478965.9629,7476934.908,1.0,No
22242.0,0.9,478965.9629,7476934.908,1.0,No
22242.0,0.9,478965.9629,7476934.908,1.0,No
22243.0,0.6,478226.2668,7477764.578,0.0,No
22243.0,0.6,478226.2668,7477764.578,0.0,No
22243.0,1.1,478226.2668,7477764.578,0.0,No
22243.0,1.1,478226.2668,7477764.578,0.0,No
22244.0,0.6,478156.2962,7477844.546,0.0,No
22244.0,0.6,478156.2962,7477844.546,0.0,No
22245.0,0.6,478076.3297,7477934.51,1.0,No
22245.0,0.6,478076.3297,7477934.51,1.0,No
