FID,SAMPLEID,SOILTYPE,DEPTH_m,X,Y
635,15298,0,1,492050.6776,7477164.785
636,15298,0,2,492050.6776,7477164.785
637,15298,0,2.5,492050.6776,7477164.785
638,15299,0,1,490441.3618,7479553.834
639,15299,0,2,490441.3618,7479553.834
640,15299,0,3,490441.3618,7479553.834
641,15299,0,3.1,490441.3618,7479553.834
642,15300,0,1,498168.2415,7479473.847
643,15300,0,2,498168.2415,7479473.847
644,15300,2,2.7,498168.2415,7479473.847
645,15300,2,2.7,498168.2415,7479473.847
646,15302,0,1,499647.6293,7478434.259
647,15302,0,2,499647.6293,7478434.259
648,15302,0,3,499647.6293,7478434.259
649,15304,0,1,491390.951,7477654.59
650,15304,1,2,491390.951,7477654.59
651,15304,1,2.3,491390.951,7477654.59
652,15521,0,1.5,491091.0798,7478194.375
653,15521,0,2,491091.0798,7478194.375
654,15521,1,2.5,491091.0798,7478194.375
655,15521,0,2.8,491091.0798,7478194.375
656,15521,0,3.5,491091.0798,7478194.375
657,15521,1,4,491091.0798,7478194.375
658,15521,0,5.3,491091.0798,7478194.375
659,15523,1,1.5,498388.1392,7478534.222
660,15523,0,2.3,498388.1392,7478534.222
661,15523,0,3,498388.1392,7478534.222
662,31183,0,0.6,466041.2616,7492348.784
663,31185,0,0.6,466051.257,7492248.824
664,31186,0,1,466051.257,7492248.824
665,31188,0,0.6,466061.2525,7492148.863
666,31189,0,1.5,466061.2525,7492148.863
667,31192,0,0.6,466071.2479,7492048.903
668,31194,0,0.6,466081.2433,7491948.943
669,31196,0,0.6,466091.2388,7491848.983
670,31199,0,0.6,466101.2343,7491759.019
671,31202,0,1.2,466121.2256,7491649.062
672,31232,0,1.1,466281.1538,7490269.612
673,31237,0,1.1,466301.1447,7490069.691
674,31249,0,1.1,466361.1178,7489569.89
675,31252,0,1.2,466371.1133,7489469.93
676,51761,0,0.9,469779.7803,7496767.021
677,51762,0,1,469779.7799,7496687.053
678,51763,0,0.5,469259.9807,7495127.674
679,51764,0,1.1,469160.0247,7495827.396
680,51765,0,0.8,469160.0253,7495927.356
681,51766,0,1,469140.035,7496237.232
682,51767,0,1.2,469140.0355,7496337.193
683,51768,0,0.7,469140.0361,7496437.153
684,51769,0,1.3,469130.0406,7496537.113
685,51770,0,0.8,468550.2745,7496627.078
686,51771,0,0.9,468550.2751,7496727.038
687,51772,0,1,468540.2797,7496846.99
688,51840,0,1,467350.717,7489120.069
689,51841,0,0.9,467340.7216,7489230.025
690,51842,0,0.9,467330.7262,7489329.985
691,51843,0,0.9,467320.7308,7489429.945
692,51844,0,0.7,467320.7313,7489529.906
693,51845,0,0.7,467310.7359,7489629.866
694,51846,0,0.8,467300.7404,7489729.826
695,51847,0,0.8,467300.741,7489829.786
696,51848,0,1,467290.7455,7489929.746
697,51849,0,0.8,467280.7501,7490039.703
698,51850,0,0.9,467140.8178,7492148.863
699,51851,0,1.3,465131.6071,7488510.313
700,51852,0,1,465131.6076,7488600.278
701,51853,0,1,465121.6122,7488700.238
702,51854,0,0.9,465121.6128,7488810.194
703,51855,0,0.8,465121.6133,7488910.154
704,51856,0,0.9,465121.6139,7489020.11
705,51857,0,0.8,465121.6144,7489110.075
706,51858,0,1,465121.6149,7489210.035
707,51859,0,0.9,465111.6195,7489309.995
708,51860,0,1.2,465111.62,7489409.955
709,51861,0,0.9,465111.6205,7489509.915
710,51862,0,0.7,465111.6211,7489609.875
711,51863,0,0.8,465111.6216,7489709.836
712,51864,0,0.7,465101.6262,7489809.796
713,51865,0,0.7,465101.6267,7489909.756
714,51866,0,0.6,465101.6273,7490009.716
715,51867,0,0.7,465091.6319,7490119.672
716,51868,0,0.8,465091.6324,7490219.633
717,51869,0,0.8,465091.633,7490319.593
718,51870,0,0.7,465091.6335,7490419.553
719,51871,0,0.7,465081.6381,7490519.513
720,51872,0,0.7,465081.6386,7490629.469
721,51873,0,0.8,465081.6392,7490729.429
722,51874,0,1,465081.6397,7490829.39
723,51875,0,1.1,465081.6403,7490929.35
724,51876,0,0.9,465081.6408,7491029.31
725,51877,0,0.9,465071.6454,7491139.266
726,51878,0,0.9,465071.6459,7491229.23
727,51879,0,0.8,465071.6464,7491329.191
728,51880,0,0.7,465061.651,7491429.151
729,51881,0,0.8,465061.6516,7491539.107
730,51882,0,0.7,465061.6521,7491629.071
731,51883,0,0.8,465051.6566,7491729.031
732,51884,0,0.7,465051.6572,7491838.987
733,51885,0,0.7,465051.6578,7491938.948
734,51886,0,0.7,465051.6584,7492048.904
735,51887,0,0.6,465051.6589,7492148.864
736,51888,0,0.6,465051.6594,7492248.824
737,51889,0,1.3,465051.66,7492348.784
738,51890,0,1,465021.6776,7493378.374
739,51891,0,0.8,465021.6781,7493478.334
740,51892,0,1,465021.6786,7493568.299
741,51893,0,1.1,465021.6791,7493668.259
742,51894,0,0.8,464991.7,7495307.606
743,51895,0,0.7,464981.7046,7495397.57
744,51896,0,0.7,464981.7051,7495507.526
745,51897,0,0.7,464981.7056,7495597.49
746,51898,0,0.7,464971.7102,7495697.451
747,51899,0,0.7,464971.7107,7495797.411
748,51900,0,0.7,464971.7113,7495897.371
749,51901,0,0.7,464961.7159,7496007.327
750,51902,0,0.7,464961.7164,7496107.287
751,51903,0,0.7,464961.717,7496207.247
752,51904,0,0.7,464961.7175,7496307.208
753,51905,0,0.6,464951.7221,7496407.168
754,51906,0,0.7,464951.7226,7496507.128
755,51907,0,0.7,464951.7231,7496607.088
756,51908,0,1.2,464951.7237,7496707.048
757,51909,0,1.1,464951.7242,7496807.009
758,31624,0,3.8,464032.0709,7492428.753
759,31624,2,3.9,464032.0709,7492428.753
760,31624,2,3.9,464032.0709,7492428.753
761,31625,0,5,464042.0663,7492318.797
762,31626,1,5,464042.0657,7492218.837
763,31627,0,4.5,464052.0613,7492138.869
764,31627,0,5.5,464052.0613,7492138.869
765,31627,0,7,464052.0613,7492138.869
766,31627,0,8,464052.0613,7492138.869
767,31628,0,4.5,464082.0486,7492028.913
768,31629,0,4,464102.0401,7491938.948
769,31630,0,3,464122.0315,7491838.988
770,31631,0,1.5,464132.027,7491749.024
771,31631,0,2.5,464132.027,7491749.024
772,31631,0,4,464132.027,7491749.024
773,31666,0,2,465251.5584,7488430.345
774,31667,0,2,465181.5861,7488350.377
775,31668,0,2,465121.6098,7488270.409
776,31669,0,2,465081.6255,7488180.445
777,31670,0,1.6,465091.6208,7488070.489
778,31671,0,1.2,466441.0774,7488030.504
779,31671,2,1.3,466441.0774,7488030.504
780,31671,2,1.3,466441.0774,7488030.504
781,31671,2,2,466441.0774,7488030.504
782,31671,2,2,466441.0774,7488030.504
783,31672,0,1.9,466461.0698,7488130.464
784,31673,0,2,466481.0623,7488230.424
785,31674,0,2,466511.051,7488370.368
786,31674,0,2.9,466511.051,7488370.368
787,31674,2,3,466511.051,7488370.368
788,31674,2,3,466511.051,7488370.368
789,31675,1,2,466471.0693,7488770.209
790,31675,1,2.9,466471.0693,7488770.209
791,31675,0,3,466471.0693,7488770.209
792,31676,0,1.5,466411.0955,7489160.054
793,31676,2,2,466411.0955,7489160.054
794,31676,2,2,466411.0955,7489160.054
795,31676,2,2.5,466411.0955,7489160.054
796,31676,2,2.5,466411.0955,7489160.054
797,31677,0,2,466361.1178,7489569.89
798,31677,0,2.4,466361.1178,7489569.89
799,31677,0,2.5,466361.1178,7489569.89
800,31678,0,2,466311.1401,7489969.731
801,31678,0,3,466311.1401,7489969.731
802,31678,2,3.1,466311.1401,7489969.731
803,31678,2,3.1,466311.1401,7489969.731
804,31679,0,1.5,466271.1584,7490369.572
805,31679,2,1.8,466271.1584,7490369.572
806,31679,2,1.9,466271.1584,7490369.572
807,31679,2,1.9,466271.1584,7490369.572
808,31680,0,2,466221.1806,7490759.417
809,31680,0,3,466221.1806,7490759.417
810,31680,0,4,466221.1806,7490759.417
811,31680,0,4.9,466221.1806,7490759.417
812,31681,0,2,466181.1988,7491159.257
813,31681,0,3,466181.1988,7491159.257
814,31681,0,4,466181.1988,7491159.257
815,31682,2,2.4,466131.2211,7491559.098
816,31683,2,2,466081.2433,7491948.943
817,31683,0,3,466081.2433,7491948.943
818,31683,0,3.7,466081.2433,7491948.943
819,31684,0,2,466041.2616,7492348.784
820,31684,1,2.9,466041.2616,7492348.784
821,31684,0,3,466041.2616,7492348.784
822,31684,0,4,466041.2616,7492348.784
823,31685,0,1.5,466001.2787,7492548.704
824,31685,0,2.5,466001.2787,7492548.704
825,31685,0,3.5,466001.2787,7492548.704
826,31685,0,4.2,466001.2787,7492548.704
827,31686,0,2,466001.2792,7492628.672
828,31687,0,1.9,465981.2878,7492728.632
829,31688,0,1.4,465971.2923,7492828.593
830,31689,2,1,465961.297,7492948.545
831,31689,0,1.8,465961.297,7492948.545
832,31690,0,3.4,465941.3056,7493058.501
833,31691,0,1,465931.3102,7493158.461
834,31692,0,3,465021.677,7493268.418
835,31693,0,2,465021.6765,7493168.458
836,31694,1,2,465021.6759,7493068.498
837,31695,0,3,465021.6754,7492968.538
838,31696,0,3,465031.6708,7492868.577
839,31697,1,3,465031.6701,7492738.629
840,31698,1,3,465041.6654,7492608.681
841,31699,0,2,467280.7507,7490139.663
842,31700,0,4,467270.7552,7490239.623
843,31701,0,3,467260.7598,7490339.583
844,31702,0,3.6,467260.7603,7490439.543
845,31703,0,3,467250.765,7490559.496
846,31704,0,3.9,467240.7696,7490659.456
847,31704,0,4,467240.7696,7490659.456
848,31705,1,3.9,467240.7701,7490759.416
849,31705,0,4,467240.7701,7490759.416
850,31706,0,4,467230.7747,7490869.372
851,31707,0,4,467220.7793,7490969.332
852,31708,0,3,467220.7798,7491069.293
853,31709,0,2,467210.7844,7491169.253
854,31710,0,2,467200.789,7491269.213
855,31711,0,3,467190.7936,7491379.169
856,31712,0,3,467190.7941,7491479.129
857,31713,0,3,467180.7987,7491579.089
858,31714,0,2,467170.8033,7491689.046
859,31715,0,1,467160.8078,7491789.006
860,31716,1,1,467160.8084,7491888.966
861,31717,0,1.1,467150.8129,7491988.926
862,31718,0,2,467140.8186,7492288.807
863,31719,0,2,467130.8231,7492378.771
864,31720,0,2,467120.8277,7492488.727
865,31721,0,2,467110.8323,7492588.687
866,31722,0,2,467100.8368,7492688.648
867,31723,0,1.4,467090.8415,7492798.604
868,31724,0,1,467090.8423,7492958.54
869,31725,0,1.8,467080.8467,7493028.512
870,31726,0,0.8,468610.2109,7489299.996
871,31727,0,1,468590.2195,7489399.956
872,31727,1,2,468590.2195,7489399.956
873,31727,0,3,468590.2195,7489399.956
874,31727,0,4,468590.2195,7489399.956
875,31727,0,5,468590.2195,7489399.956
876,31728,0,2,468580.2241,7489499.917
877,31729,0,2,468560.2327,7489599.877
878,31730,0,2,468540.2412,7489689.841
879,31731,0,1,468580.2258,7489809.793
880,31731,0,2,468580.2258,7489809.793
881,31731,0,3,468580.2258,7489809.793
882,31731,0,4,468580.2258,7489809.793
883,31731,0,5,468580.2258,7489809.793
884,31731,0,6,468580.2258,7489809.793
885,31732,0,2,468580.2263,7489919.749
886,31733,0,3,468570.2309,7490009.714
887,31734,0,2,468550.2394,7490109.674
888,31735,1,1,468540.2441,7490219.63
889,31735,0,2,468540.2441,7490219.63
890,31735,0,3,468540.2441,7490219.63
891,31736,0,3,468520.2526,7490309.594
892,31737,0,4.5,468480.2691,7490389.562
893,31738,0,4,468430.2898,7490489.523
894,31739,1,2,468380.3105,7490599.479
895,31739,0,3,468380.3105,7490599.479
896,31739,0,4,468380.3105,7490599.479
897,31739,0,5,468380.3105,7490599.479
898,31739,0,6,468380.3105,7490599.479
899,31740,0,2,468360.3191,7490699.439
900,31741,0,2.8,468340.3277,7490809.395
901,31742,0,3,468320.3364,7490919.351
902,31743,0,1,468320.3369,7491029.308
903,31743,1,1.9,468320.3369,7491029.308
904,31743,0,2,468320.3369,7491029.308
905,31743,1,3,468320.3369,7491029.308
906,31744,0,1.9,468330.3335,7491129.268
907,31744,2,2,468330.3335,7491129.268
908,31744,2,2,468330.3335,7491129.268
909,31745,0,1.7,468340.33,7491229.228
910,31746,0,1.5,468340.3305,7491329.188
911,31747,0,1,468340.3311,7491429.148
912,31747,2,1.4,468340.3311,7491429.148
913,31747,2,1.4,468340.3311,7491429.148
914,31748,0,1,468340.3316,7491539.105
915,31748,2,1.7,468340.3321,7491629.069
916,31748,2,1.7,468340.3321,7491629.069
917,31749,0,1.3,468350.3281,7491629.069
918,31750,0,2,468350.3288,7491749.021
919,31751,0,1,468160.4056,7491818.993
920,31751,0,2,468160.4056,7491818.993
921,31751,1,3,468160.4056,7491818.993
922,31752,0,2,468140.4141,7491908.957
923,31753,0,2,468120.4227,7492008.918
924,31754,0,2,468100.4313,7492108.878
925,31755,0,1,468080.4399,7492218.834
926,31755,0,2,468080.4399,7492218.834
927,31755,1,2.8,468080.4399,7492218.834
928,31756,0,1.8,468070.4444,7492308.798
929,31757,1,2,468050.453,7492408.758
930,31758,0,1.3,468030.4616,7492508.719
931,31759,0,1,468020.4662,7492608.679
932,31759,0,1.9,468020.4662,7492608.679
933,31760,0,1,468000.4747,7492698.643
934,31761,0,1.1,467980.4832,7492788.607
935,31762,0,1.1,467960.4919,7492898.563
936,31763,0,1,467940.5005,7493008.519
937,31763,0,1.9,467940.5005,7493008.519
938,31764,0,1,467930.505,7493098.484
939,31765,1,1.5,469309.9487,7492908.558
940,31766,0,2.5,469309.948,7492778.61
941,31767,0,3.6,469319.9434,7492678.65
942,31768,0,3,469319.9429,7492588.686
943,31769,1,1.3,469489.8598,7489849.777
944,31770,1,1.2,469439.8804,7489949.737
945,31771,1,1.6,469409.893,7490049.697
946,31771,2,1.7,469409.893,7490049.697
947,31772,0,2,469379.9056,7490139.661
948,31773,0,2,469359.9142,7490239.621
949,31774,0,1,469699.7825,7491189.243
950,31774,0,2,469699.7825,7491189.243
951,31774,0,3,469699.7825,7491189.243
952,31774,0,3.8,469699.7825,7491189.243
953,31775,0,2,469699.7831,7491299.199
954,31776,0,3.5,469699.7835,7491389.163
955,31777,0,2,469689.7881,7491489.123
956,31778,0,1,469689.7886,7491589.084
957,31778,0,2,469689.7886,7491589.084
958,31778,0,3,469689.7886,7491589.084
959,31779,0,2,469689.7892,7491689.044
960,31780,0,2,469679.7937,7491789.004
961,31781,0,2,469679.7943,7491898.96
962,31782,0,1,469669.7989,7491998.92
963,31782,0,2,469669.7989,7491998.92
964,31782,0,2.7,469669.7989,7491998.92
965,31783,0,1.7,469669.7995,7492108.877
966,31784,0,2,469659.8041,7492208.837
967,31785,0,2,469659.8046,7492318.793
968,31786,0,1,469659.8051,7492408.757
969,31786,0,2,469659.8051,7492408.757
970,31786,0,3,469659.8051,7492408.757
971,31786,0,3.8,469659.8051,7492408.757
972,31787,0,2.3,469629.8177,7492498.721
973,31788,0,2.4,469599.8303,7492598.682
974,31911,0,1,469449.8735,7489409.952
975,31911,0,2,469449.8735,7489409.952
976,31911,0,2.6,469449.8735,7489409.952
977,31912,0,2,469439.8769,7489290
978,31913,0,2,469409.8885,7489200.036
979,31914,0,2.2,469359.9081,7489110.071
980,31915,3,3.5,469319.9237,7489010.111
981,31915,3,4.4,469319.9237,7489010.111
982,31915,0,5.4,469319.9237,7489010.111
983,31915,0,5.5,469319.9237,7489010.111
984,31916,0,3.5,469339.9151,7488910.151
985,31917,0,4.6,469359.9065,7488810.191
986,31917,2,4.7,469359.9065,7488810.191
987,31917,2,4.7,469359.9065,7488810.191
988,31918,0,3.2,469319.9221,7488720.227
989,31919,0,2.4,469279.9377,7488630.263
990,31919,0,3.4,469279.9377,7488630.263
991,31919,0,4.4,469279.9377,7488630.263
992,31920,0,3.9,469229.9574,7488550.294
993,31921,2,3.7,469149.9893,7488490.318
994,31922,0,2.2,469060.0252,7488430.342
995,31923,0,1,468990.053,7488370.366
996,31923,0,2,468990.053,7488370.366
997,31923,0,2.5,468990.053,7488370.366
998,31924,0,1.6,468910.0848,7488300.394
999,31925,0,1.8,468850.1086,7488230.422
1000,31926,0,2,468780.1363,7488140.458
1001,31927,1,1,468760.1438,7488040.498
1002,31927,0,1.1,468760.1438,7488040.498
1003,31927,0,2,468760.1438,7488040.498
1004,31927,0,3,468760.1438,7488040.498
1005,31927,0,4,468760.1438,7488040.498
1006,31927,1,5,468760.1438,7488040.498
1007,31928,1,1.2,468750.1473,7487940.538
1008,31929,1,0.8,468760.1427,7487840.578
1009,31930,1,1,468780.1341,7487740.617
1010,31931,0,1,468780.1335,7487630.661
1011,31932,0,1.3,468730.153,7487510.709
1012,31933,0,2,468660.1807,7487420.745
1013,31934,0,2,468610.2003,7487330.781
1014,31935,0,1,468560.22,7487240.817
1015,31935,0,2,468560.22,7487240.817
1016,31935,0,3,468560.22,7487240.817
1017,31935,0,4,468560.22,7487240.817
1018,31935,0,4.8,468560.22,7487240.817
1019,31936,0,2,468480.2518,7487170.845
1020,31937,0,2,468450.2634,7487090.876
1021,31938,0,1.8,468420.275,7486990.916
1022,31939,0,1,468360.2986,7486890.956
1023,31939,0,2,468360.2986,7486890.956
1024,31940,0,0.9,467260.7412,7486880.961
1025,31941,1,0.8,467300.7256,7486970.925
1026,31942,1,0.8,467340.71,7487070.885
1027,31943,0,2,467380.6945,7487170.845
1028,31944,0,2,467410.6829,7487270.806
1029,31945,0,2,467450.6674,7487370.766
1030,31946,0,2,467480.6557,7487450.734
1031,31947,0,2,467520.6401,7487530.702
1032,31948,0,2,467550.6285,7487620.666
1033,31949,0,1.5,467600.6088,7487710.63
1034,31950,0,1.3,467630.5973,7487810.59
1035,31951,0,1.5,467650.5898,7487910.55
1036,31952,0,1.5,467700.5702,7488010.511
1037,31953,0,1.2,467740.5546,7488110.471
1038,31954,0,1.3,467780.5391,7488210.431
1039,31954,2,1.4,467780.5391,7488210.431
1040,31954,2,1.4,467780.5391,7488210.431
1041,31955,0,1.5,467820.5235,7488300.395
1042,31956,0,1.5,467860.5079,7488390.359
1043,31957,0,2,467900.4922,7488480.323
1044,31958,0,1.6,467940.4766,7488570.287
1045,31959,1,2.2,467970.4651,7488670.248
1046,31960,1,1.1,468010.4495,7488770.208
1047,31961,1,1.1,468040.4379,7488860.172
1048,34029,0,1.3,469779.7292,7487270.804
1049,34030,0,1.2,469739.7447,7487170.844
1050,34031,0,0.9,469699.7603,7487070.883
1051,34032,0,1.4,469659.7759,7486980.919
1052,34033,0,1,469619.7915,7486880.959
1053,34034,0,0.9,466581.0205,7487930.543
1054,34034,2,1,466581.0205,7487930.543
1055,34034,2,1,466581.0205,7487930.543
1056,34035,0,2,466521.0442,7487850.575
1057,34036,0,0.6,466481.0599,7487770.607
1058,34037,0,0.6,466441.0755,7487680.643
1059,34038,0,1,466391.0952,7487610.671
1060,34038,0,1.9,466391.0952,7487610.671
1061,34039,0,2,466341.1149,7487530.703
1062,34040,0,0.7,466301.1305,7487440.739
1063,34041,0,1,466251.1503,7487370.767
1064,34042,0,1,466201.1699,7487270.806
1065,34042,0,1.3,466201.1699,7487270.806
1066,34043,0,1.2,466161.1855,7487190.838
1067,34044,0,1,466111.2052,7487110.87
1068,34045,0,1.2,466061.2249,7487030.902
1069,34046,0,1.5,466021.2406,7486960.93
1070,34046,0,2.5,466021.2406,7486960.93
1071,34046,2,3.4,466021.2406,7486960.93
1072,34046,2,3.4,466021.2406,7486960.93
1073,34047,0,1.5,465981.2563,7486880.962
1074,34048,0,2,464931.6842,7487870.568
1075,34049,0,2,464911.6917,7487770.608
1076,34050,0,1,464891.6992,7487670.648
1077,34051,0,1.6,464881.7027,7487570.688
1078,34052,0,2,464861.7102,7487470.728
1079,34053,0,2,464851.7137,7487370.768
1080,34054,0,1.3,464831.7212,7487270.807
1081,34055,0,1.2,464821.7247,7487170.847
1082,34056,0,1.4,464801.7322,7487070.887
1083,34057,0,1.2,464781.7397,7486970.927
1084,34058,0,1.1,464761.7473,7486880.963
1085,15083,0,6,468590.2217,7489799.797
1086,15083,0,7,468590.2217,7489799.797
1087,15084,0,6,468580.226,7489849.777
1088,15084,0,6,468580.226,7489849.777
1089,15084,0,10,468580.226,7489849.777
1090,15085,0,6,468540.2418,7489799.797
1091,15085,0,7,468540.2418,7489799.797
1092,15086,0,6,468590.2214,7489749.817
1093,15086,0,7,468590.2214,7489749.817
1094,15086,0,9,468590.2214,7489749.817
1095,15087,0,6,468640.2016,7489809.793
1096,15088,0,2.5,466351.1219,7489569.89
1097,15088,0,3.2,466351.1219,7489569.89
1098,15088,2,3.3,466351.1219,7489569.89
1099,15088,2,3.3,466351.1219,7489569.89
1100,15089,0,2.5,466351.1221,7489619.871
1101,15089,0,4,466351.1221,7489619.871
1102,15089,0,6.6,466351.1221,7489619.871
1103,15089,2,6.7,466351.1221,7489619.871
1104,15089,2,6.7,466351.1221,7489619.871
1105,15090,0,2.5,466301.1423,7489619.871
1106,15090,0,4,466301.1423,7489619.871
1107,15090,0,4.2,466301.1423,7489619.871
1108,15090,2,4.3,466301.1423,7489619.871
1109,15090,2,4.3,466301.1423,7489619.871
1110,15091,0,2.3,466301.1419,7489559.894
1111,15091,2,2.4,466301.1419,7489559.894
1112,15091,2,2.4,466301.1419,7489559.894
1113,15092,0,1.5,466281.1497,7489509.914
1114,15092,2,1.6,466281.1497,7489509.914
1115,15092,2,1.6,466281.1497,7489509.914
1116,15092,2,2.3,466281.1497,7489509.914
1117,15092,2,2.3,466281.1497,7489509.914
1118,15093,0,0.8,466361.1176,7489519.91
1119,15093,2,0.9,466361.1176,7489519.91
1120,15093,2,0.9,466361.1176,7489519.91
1121,15094,0,2.2,466411.0975,7489519.91
1122,15094,2,2.3,466411.0975,7489519.91
1123,15094,2,2.3,466411.0975,7489519.91
1124,15095,0,2.4,466411.0978,7489579.886
1125,15095,2,2.5,466411.0978,7489579.886
1126,15095,2,2.5,466411.0978,7489579.886
1127,15096,0,2.5,466401.1021,7489639.863
1128,15096,0,4,466401.1021,7489639.863
